,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
1266,nan,K19,foot per second psi,nan,2,(ft/s)/psi,"4,420 750 x 10⁻⁵ (m/s)/Pa"
1267,nan,K2,kilovolt ampere reactive demand,A unit of measure defining the reactive power demand equal to one kilovolt ampere of reactive power.,3.5,nan,nan
1268,nan,K20,reciprocal cubic foot,nan,2,1/ft³,"35,314 66 m⁻³"
1269,nan,K21,cubic foot per degree Fahrenheit,nan,2,ft³/°F,"5,097 033 x 10⁻² m³/K"
1270,nan,K22,cubic foot per day,nan,2,ft³/d,"3,277 413 x 10⁻⁷ m³/s"
1271,nan,K23,cubic foot per psi,nan,2,ft³/psi,"4,107 012 x 10⁻⁶ m³/Pa"
1272,D,K24,foot of water,nan,2,ft H₂O,"2,989 067 x 10³  Pa"
1273,D,K25,foot of mercury,nan,2,ft Hg,"4,063 666 x 10⁴ Pa"
1274,nan,K26,gallon (UK) per day,nan,2,gal (UK)/d,"5,261 678 x 10⁻⁸ m³/s"
1275,nan,K27,gallon (UK) per hour,nan,2,gal (UK)/h,"1,262 803 x 10⁻⁶ m³/s"
1276,nan,K28,gallon (UK) per second,nan,2,gal (UK)/s,"4,546 09 x 10⁻³ m³/s"
1277,nan,K3,kilovolt ampere reactive hour,A unit of measure defining the accumulated reactive energy equal to one kilovolt ampere of reactive power per hour.,3.5,kvar·h,nan
1278,nan,K30,gallon (US liquid) per second,nan,2,gal (US liq.)/s,"3,785 412 x 10⁻³ m³/s"
1279,nan,K31,gram-force per square centimetre,nan,2,gf/cm²,"98,066 5 Pa"
1280,nan,K32,gill (UK) per day,nan,2,gi (UK)/d,"1,644 274 x 10⁻⁵ m³/s"
1281,nan,K33,gill (UK) per hour,nan,2,gi (UK)/h,"3,946 258 x 10⁻⁸ m³/s"
1282,nan,K34,gill (UK) per minute,nan,2,gi (UK)/min,"0,023 677 55 m³/s"
1283,nan,K35,gill (UK) per second,nan,2,gi (UK)/s,"1,420 653 x 10⁻⁴ m³/s"
1284,nan,K36,gill (US) per day,nan,2,gi (US)/d,"1,369 145 x 10⁻⁹ m³/s"
1285,nan,K37,gill (US) per hour,nan,2,gi (US)/h,"3,285 947 x 10⁻⁸ m³/s"
1286,nan,K38,gill (US) per minute,nan,2,gi (US)/min,"1,971 568 x 10⁻⁶ m³/s"
1287,nan,K39,gill (US) per second,nan,2,gi (US)/s,"1,182 941 x 10⁻⁴ m³/s"
1288,nan,K40,standard acceleration of free fall,nan,2,gn,"9,806 65 m/s²"
1289,nan,K41,grain per gallon (US),nan,2,gr/gal (US),"1,711 806 x 10⁻² kg/m³"
1290,nan,K42,horsepower (boiler),nan,2,boiler hp,"9,809 50 x 10³ W"
1291,nan,K43,horsepower (electric),nan,2,electric hp,746 W
1292,nan,K45,inch per degree Fahrenheit,nan,2,in/°F,"4,572 x 10⁻² m/K"
1293,nan,K46,inch per psi,nan,2,in/psi,"3,683 959 x 10⁻⁶ m/Pa"
1294,nan,K47,inch per second degree Fahrenheit,nan,2,(in/s)/°F,"4,572 x 10⁻² (m/s)/K"
1295,nan,K48,inch per second psi,nan,2,(in/s)/psi,"3,683 959 x 10⁻⁶ (m/s)/Pa"
1296,nan,K49,reciprocal cubic inch,nan,2,1/in³,"6,102 375 9 x 10⁴ m⁻³"
1297,D,K5,kilovolt ampere (reactive),Use kilovar (common code KVR),1S,kvar,10³ V x A
1298,nan,K50,kilobaud,A unit of signal transmission speed equal to 10³ (1000) signaling events per second.,3.6,kBd,10³ Bd
1299,nan,K51,kilocalorie (mean),nan,2,kcal,"4,190 02 x 10³ J"
1300,nan,K52,kilocalorie (international table) per hour metre degree Celsius,nan,2,kcal/(m·h·°C),"1,163 J/(m x s x K)"
1301,nan,K53,kilocalorie (thermochemical),nan,2,kcalth,"4,184 x 10³ J"
1302,nan,K54,kilocalorie (thermochemical) per minute,nan,2,kcalth/min,"69,733 33 W"
1303,nan,K55,kilocalorie (thermochemical) per second,nan,2,kcalth/s,"4,184 x 10³ W"
1304,nan,K58,kilomole per hour,nan,1S,kmol/h,"2,777 78 x 10⁻¹ mol/s"
1305,nan,K59,kilomole per cubic metre kelvin,nan,2,(kmol/m³)/K,10³ (mol/m³)/K
1306,nan,K6,kilolitre,nan,1M,kl,m³
1307,nan,K60,kilomole per cubic metre bar,nan,2,(kmol/m³)/bar,10⁻² (mol/m³)/Pa
1308,nan,K61,kilomole per minute,nan,1S,kmol/min,"16,666 7 mol/s"
1309,nan,K62,litre per litre,nan,1S,l/l,1
1310,nan,K63,reciprocal litre,nan,2,1/l,10³ m⁻³
1311,nan,K64,pound (avoirdupois) per degree Fahrenheit,nan,2,lb/°F,"0,816 466 3 kg/K"
1312,nan,K65,pound (avoirdupois) square foot,nan,2,lb·ft²,"4,214 011 x 10⁻² kg x m²"
1313,nan,K66,pound (avoirdupois) per day,nan,2,lb/d,"5,249 912 x 10⁻⁶ kg/s"
1314,nan,K67,pound per foot hour,nan,2,lb/(ft·h),"4,133 789 x 10⁻⁴ Pa x s"
1315,nan,K68,pound per foot second,nan,2,lb/(ft·s),"1,488 164 Pa x s"
1316,nan,K69,pound (avoirdupois) per cubic foot degree Fahrenheit,nan,2,(lb/ft³)/°F,"28,833 23 (kg/m³)/K"
1317,nan,K70,pound (avoirdupois) per cubic foot psi,nan,2,(lb/ft³)/psi,"2,323 282 x 10⁻³"
1318,nan,K71,pound (avoirdupois) per gallon (UK),nan,2,lb/gal (UK),"99,776 37 kg/m³"
1319,nan,K73,pound (avoirdupois) per hour degree Fahrenheit,nan,2,(lb/h)/°F,"2,267 962 x 10⁻⁴ (kg/s)/K"
1320,nan,K74,pound (avoirdupois) per hour psi,nan,2,(lb/h)/psi,"1,827 445 x 10⁻⁸ (kg/s)/Pa"
1321,nan,K75,pound (avoirdupois) per cubic inch degree Fahrenheit,nan,2,(lb/in³)/°F,"4,982 384 x 10⁴ (kg/m³)/K"
1322,nan,K76,pound (avoirdupois) per cubic inch psi,nan,2,(lb/in³)/psi,"4,014 632 (kg/m³)/Pa"
1323,nan,K77,pound (avoirdupois) per psi,nan,2,lb/psi,"6,578 802 x 10⁻⁵ kg/Pa"
1324,nan,K78,pound (avoirdupois) per minute,nan,2,lb/min,"7,559 873 x 10⁻³ kg/s"
1325,nan,K79,pound (avoirdupois) per minute degree Fahrenheit,nan,2,lb/(min·°F),"1,360 777  x 10⁻² (kg/s)/K"
1326,nan,K80,pound (avoirdupois) per minute psi,nan,2,(lb/min)/psi,"1,096 467 x 10⁻⁶ (kg/s)/Pa"
1327,nan,K81,pound (avoirdupois) per second,nan,2,lb/s,"0,453 592 4 kg/s"
1328,nan,K82,pound (avoirdupois) per second degree Fahrenheit,nan,2,(lb/s)/°F,"0,816 466 3 (kg/s)/K"
1329,nan,K83,pound (avoirdupois) per second psi,nan,2,(lb/s)/psi,"6,578 802 x 10⁻⁵ (kg/s)/Pa"
1330,nan,K84,pound per cubic yard,nan,2,lb/yd³,"0,593 276 4 kg/m³"
1331,nan,K85,pound-force per square foot,nan,2,lbf/ft²,"47,880 26 Pa"
1332,nan,K86,pound-force per square inch degree Fahrenheit,nan,2,psi/°F,"1,241 056 x 10⁴ Pa/K"
1333,nan,K87,psi cubic inch per second,nan,2,psi·in³/s,"0,112 985 Pa x m³/s"
1334,nan,K88,psi litre per second,nan,2,psi·l/s,"6,894 757 Pa x m³/s"
1335,nan,K89,psi cubic metre per second,nan,2,psi·m³/s,"6,894 757  x 10³ Pa x m³/s"
1336,nan,K90,psi cubic yard per second,nan,2,psi·yd³/s,"5,271 420 x 10³ Pa x m³/s"
1337,nan,K91,pound-force second per square foot,nan,2,lbf·s/ft²,"47,880 26 Pa x s"
1338,nan,K92,pound-force second per square inch,nan,2,lbf·s/in²,"6,894 757  x 10³ Pa x s"
1339,nan,K93,reciprocal psi,nan,2,1/psi,"1,450 377 x 10⁻⁴ Pa⁻¹"
1340,nan,K94,quart (UK liquid) per day,nan,2,qt (UK liq.)/d,"1,315 420 x 10⁻⁸ m³/s"
1341,nan,K95,quart (UK liquid) per hour,nan,2,qt (UK liq.)/h,"3,157 008 x 10⁻⁷ m³/s"
1342,nan,K96,quart (UK liquid) per minute,nan,2,qt (UK liq.)/min,"1,894 205 x 10⁻⁵ m³/s"
1343,nan,K97,quart (UK liquid) per second,nan,2,qt (UK liq.)/s,"1,136 523 x 10⁻³ m³/s"
1344,nan,K98,quart (US liquid) per day,nan,2,qt (US liq.)/d,"1,095 316 x 10⁻⁸ m³/s"
1345,nan,K99,quart (US liquid) per hour,nan,2,qt (US liq.)/h,"2,628 758 x 10⁻⁷ m³/s"
1346,nan,KA,cake,"A unit of count defining the number of cakes (cake: object shaped into a flat, compact mass).",3.9,nan,nan
1347,nan,KAT,katal,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts.,1M,kat,s⁻¹ x mol
1348,nan,KB,kilocharacter,A unit of information equal to 10³ (1000) characters.,3.9,nan,nan
1349,nan,KBA,kilobar,nan,1M,kbar,10⁸ Pa
1350,nan,KCC,kilogram of choline chloride,A unit of mass equal to one thousand grams of choline chloride.,3.1,kg C₅ H₁₄ClNO,nan
1351,X,KD,kilogram decimal,nan,3.9,nan,nan
1352,nan,KDW,kilogram drained net weight,"A unit of mass defining the net number of kilograms of a product, disregarding the liquid content of the product.",3.1,kg/net eda,nan
1353,nan,KEL,kelvin,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),1,K,K
1354,X,KF,kilopacket,nan,3.9,nan,nan
1355,X,KG,keg,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1356,nan,KGM,kilogram,A unit of mass equal to one thousand grams.,1,kg,kg
1357,nan,KGS,kilogram per second,nan,1,kg/s,kg/s
1358,nan,KHY,kilogram of hydrogen peroxide,A unit of mass equal to one thousand grams of hydrogen peroxide.,3.1,kg H₂O₂,nan
1359,nan,KHZ,kilohertz,nan,1S,kHz,10³ Hz
1360,nan,KI,kilogram per millimetre width,nan,3.1,nan,10³ kg/m
1361,nan,KIC,"kilogram, including container","A unit of mass defining the number of kilograms of a product, including its container.",3.1,nan,nan
1362,nan,KIP,"kilogram, including inner packaging","A unit of mass defining the number of kilograms of a product, including its inner packaging materials.",3.1,nan,nan
1363,nan,KJ,kilosegment,A unit of information equal to 10³ (1000) segments.,3.6,nan,nan
1364,nan,KJO,kilojoule,nan,1S,kJ,10³ J
1365,nan,KL,kilogram per metre,nan,1,kg/m,kg/m
1366,nan,KLK,lactic dry material percentage,A unit of proportion defining the percentage of dry lactic material in a product.,3.5,nan,nan
1367,nan,KLX,kilolux,A unit of illuminance equal to one thousand lux.,1M,klx,10³ cd x sr / m²
1368,nan,KMA,kilogram of methylamine,A unit of mass equal to one thousand grams of methylamine.,3.1,kg met.am.,nan
1369,nan,KMH,kilometre per hour,nan,1S,km/h,"0,277 778 m/s"
1370,nan,KMK,square kilometre,nan,1S,km²,10⁶ m²
1371,nan,KMQ,kilogram per cubic metre,A unit of weight expressed in kilograms of a substance that fills a volume of one cubic metre.,1,kg/m³,kg/m³
1372,nan,KMT,kilometre,nan,1S,km,10³ m
1373,nan,KNI,kilogram of nitrogen,A unit of mass equal to one thousand grams of nitrogen.,3.1,kg N,nan
1374,nan,KNM,kilonewton per square metre,Pressure expressed in kN/m2.,1S,kN/m2,103pascal
1375,nan,KNS,kilogram named substance,A unit of mass equal to one kilogram of a named substance.,3.1,nan,nan
1376,nan,KNT,knot,nan,1,kn,"0,514 444 m/s"
1377,nan,KO,milliequivalence caustic potash per gram of product,A unit of count defining the number of milligrams of potassium hydroxide per gram of product as a measure of the concentration of potassium hydroxide in the product.,3.9,nan,nan
1378,nan,KPA,kilopascal,nan,1S,kPa,10³ Pa
1379,nan,KPH,kilogram of potassium hydroxide (caustic potash),A unit of mass equal to one thousand grams of potassium hydroxide (caustic potash).,3.1,kg KOH,nan
1380,nan,KPO,kilogram of potassium oxide,A unit of mass equal to one thousand grams of potassium oxide.,3.1,kg K₂O,nan
1381,nan,KPP,kilogram of phosphorus pentoxide (phosphoric anhydride),A unit of mass equal to one thousand grams of phosphorus pentoxide phosphoric anhydride.,3.1,nan,nan
1382,nan,KR,kiloroentgen,nan,2,kR,"2,58 x 10⁻¹ C/kg"
1383,X,KS,thousand pound per square inch,nan,3.8,nan,nan
1384,nan,KSD,kilogram of substance 90 % dry,A unit of mass equal to one thousand grams of a named substance that is 90% dry.,3.1,kg 90 % sdt,nan
1385,nan,KSH,kilogram of sodium hydroxide (caustic soda),A unit of mass equal to one thousand grams of sodium hydroxide (caustic soda).,3.1,kg NaOH,nan
1386,nan,KT,kit,"A unit of count defining the number of kits (kit: tub, barrel or pail).",3.2,nan,nan
1387,X,KTM,kilometre,nan,1S,km,10³ m
1388,nan,KTN,kilotonne,nan,1M,kt,10⁶ kg
1389,nan,KUR,kilogram of uranium,A unit of mass equal to one thousand grams of uranium.,3.1,kg U,nan
1390,nan,KVA,kilovolt - ampere,nan,1S,kV·A,10³ V x A
1391,nan,KVR,kilovar,nan,1S,kvar,10³ V x A
1392,nan,KVT,kilovolt,nan,1S,kV,10³ V
1393,nan,KW,kilogram per millimetre,nan,1M,kg/mm,10³ kg/m
1394,nan,KWH,kilowatt hour,nan,1S,kW·h,"3,6 x 10⁶ J"
1395,+,KWY,kilowatt year,killowatt year,2,kW/year,nan
1396,¦,KWN,Kilowatt hour per normalized cubic metre,Kilowatt hour per normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ).,2,nan,nan
1397,nan,KWO,kilogram of tungsten trioxide,A unit of mass equal to one thousand grams of tungsten trioxide.,3.1,kg WO₃,nan
1398,¦,KWS,Kilowatt hour per standard cubic metre,Kilowatt hour per standard cubic metre (temperature 15°C and pressure 1013.25 millibars).,2,nan,nan
1399,nan,KWT,kilowatt,nan,1S,kW,10³ W
1400,nan,KX,millilitre per kilogram,nan,1M,ml/kg,10⁻⁶ m³/kg
1401,nan,L10,quart (US liquid) per minute,nan,2,qt (US liq.)/min,"1,577 255 x 10⁻⁵ m³/s"
1402,nan,L11,quart (US liquid) per second,nan,2,qt (US liq.)/s,"9,463 529 x 10⁻⁴ m³/s"
1403,nan,L12,metre per second kelvin,nan,2,(m/s)/K,(m/s)/K
1404,nan,L13,metre per second bar,nan,2,(m/s)/bar,10⁻⁵ (m/s)/Pa
1405,nan,L14,square metre hour degree Celsius per kilocalorie (international table),nan,2,m²·h·°C/kcal,"0,859 845 2 m² x s x K/J"
1406,nan,L15,millipascal second per kelvin,nan,2,mPa·s/K,10⁻³ Pa x s/K
1407,nan,L16,millipascal second per bar,nan,2,mPa·s/bar,10⁻⁸ s
1408,nan,L17,milligram per cubic metre kelvin,nan,2,(mg/m³)/K,10⁻⁶ (kg/m³)/K
1409,nan,L18,milligram per cubic metre bar,nan,2,(mg/m³)/bar,10⁻¹¹ (kg/m³)/Pa
1410,nan,L19,millilitre per litre,nan,1S,ml/l,10⁻³
1411,nan,L2,litre per minute,nan,1M,l/min,"1,666 67 x 10⁻⁵ m³/s"
1412,nan,L20,reciprocal cubic millimetre,nan,1S,1/mm³,10⁹ m⁻³
1413,nan,L21,cubic millimetre per cubic metre,nan,1S,mm³/m³,10⁹
1414,nan,L23,mole per hour,nan,1S,mol/h,"2,777 78 x 10⁻⁴ mol/s"
1415,nan,L24,mole per kilogram kelvin,nan,2,(mol/kg)/K,(mol/kg)/K
1416,nan,L25,mole per kilogram bar,nan,2,(mol/kg)/bar,10⁻⁵ (mol/kg)/Pa
1417,nan,L26,mole per litre kelvin,nan,2,(mol/l)/K,10³ (mol/m³)/K
1418,nan,L27,mole per litre bar,nan,2,(mol/l)/bar,10⁻² (mol/m³)/Pa
1419,nan,L28,mole per cubic metre kelvin,nan,2,(mol/m³)/K,(mol/m³)/K
1420,nan,L29,mole per cubic metre bar,nan,2,(mol/m³)/bar,10⁻⁵ (mol/m³)/Pa
1421,nan,L30,mole per minute,nan,1S,mol/min,"1,666 67 x 10⁻² mol/s"
1422,nan,L31,milliroentgen aequivalent men,nan,2,mrem,10⁻⁵ Sv
1423,nan,L32,nanogram per kilogram,nan,1S,ng/kg,10⁻¹²
1424,nan,L33,ounce (avoirdupois) per day,nan,2,oz/d,"3,281 194 x 10⁻⁷kg/s"
1425,nan,L34,ounce (avoirdupois) per hour,nan,2,oz/h,"7,874 867 x 10⁻⁶ kg/s"
1426,nan,L35,ounce (avoirdupois) per minute,nan,2,oz/min,"4,724 92 x 10⁻⁴ kg/s"
1427,nan,L36,ounce (avoirdupois) per second,nan,2,oz/s,"2,834 952 x 10⁻² kg/s"
1428,nan,L37,ounce (avoirdupois) per gallon (UK),nan,2,oz/gal (UK),"6,236 023 kg/m³"
1429,nan,L38,ounce (avoirdupois) per gallon (US),nan,2,oz/gal (US),"7,489 152 kg/m³"
1430,nan,L39,ounce (avoirdupois) per cubic inch,nan,2,oz/in³,"1,729 994 x 10³ kg/m³"
1431,nan,L40,ounce (avoirdupois)-force,nan,2,ozf,"0,278 013 9 N"
1432,nan,L41,ounce (avoirdupois)-force inch,nan,2,ozf·in,"7,061 552 x 10⁻³ N x m"
1433,nan,L42,picosiemens per metre,nan,2,pS/m,10⁻¹² S/m
1434,nan,L43,peck (UK),nan,2,pk (UK),"9,092 181 x 10⁻³ m³"
1435,nan,L44,peck (UK) per day,nan,2,pk (UK)/d,"1,052 336 x 10⁻⁷ m³/s"
1436,nan,L45,peck (UK) per hour,nan,2,pk (UK)/h,"2,525 606 x 10⁻⁶ m³/s"
1437,nan,L46,peck (UK) per minute,nan,2,pk (UK)/min,"1,515 363 5 x 10⁻⁴ m³/s"
1438,nan,L47,peck (UK) per second,nan,2,pk (UK)/s,"9,092 181 x 10⁻³ m³/s"
1439,nan,L48,peck (US dry) per day,nan,2,pk (US dry)/d,"1,019 649 x 10⁻⁷ m³/s"
1440,nan,L49,peck (US dry) per hour,nan,2,pk (US dry)/h,"2,447 158 x 10⁻⁶ m³/s"
1441,nan,L50,peck (US dry) per minute,nan,2,pk (US dry)/min,"1,468 295 x 10⁻⁴ m³/s"
1442,nan,L51,peck (US dry) per second,nan,2,pk (US dry)/s,"8,809 768 x 10⁻³ m³/s"
1443,nan,L52,psi per psi,nan,2,psi/psi,1.0
1444,nan,L53,pint (UK) per day,nan,2,pt (UK)/d,"6,577 098 x 10⁻⁹ m³/s"
1445,nan,L54,pint (UK) per hour,nan,2,pt (UK)/h,"1,578 504 x 10⁻⁷ m³/s"
1446,nan,L55,pint (UK) per minute,nan,2,pt (UK)/min,"9,471 022 x 10⁻⁶ m³/s"
1447,nan,L56,pint (UK) per second,nan,2,pt (UK)/s,"5,682 613 x 10⁻⁴ m³/s"
1448,nan,L57,pint (US liquid) per day,nan,2,pt (US liq.)/d,"5,476 580 x 10⁻⁹ m³/s"
1449,nan,L58,pint (US liquid) per hour,nan,2,pt (US liq.)/h,"1,314 379 x 10⁻⁷ m³/s"
1450,nan,L59,pint (US liquid) per minute,nan,2,pt (US liq.)/min,"7,886 275 x 10⁻⁶ m³/s"
1451,nan,L60,pint (US liquid) per second,nan,2,pt (US liq.)/s,"4,731 765 x 10⁻⁴ m³/s"
1452,X,L61,pint (US dry),Use dry pint (common code PTD),2,pt (US dry),"5,506 105 x 10⁻⁴ m³"
1453,X,L62,quart (US dry),Use dry quart (US) (common code QTD),2,qt (US dry),"1,101 221 x 10⁻³ m³"
1454,nan,L63,slug per day,nan,2,slug/d,"1,689 109 x 10⁻⁴ kg/s"
1455,nan,L64,slug per foot second,nan,2,slug/(ft·s),"47,880 26 Pa x s"
1456,nan,L65,slug per cubic foot,nan,2,slug/ft³,"5,153 788 x 10² kg/m³"
1457,nan,L66,slug per hour,nan,2,slug/h,"4,053 861 x 10⁻³ kg/s"
1458,nan,L67,slug per minute,nan,2,slug/min,"0,243 231 7 kg/s"
1459,nan,L68,slug per second,nan,2,slug/s,"14,593 90 kg/s"
1460,nan,L69,tonne per kelvin,nan,2,t/K,10³ kg/K
1461,nan,L70,tonne per bar,nan,2,t/bar,10⁻² kg/Pa
1462,nan,L71,tonne per day,nan,2,t/d,"1,157 41 x 10⁻² kg/s"
1463,nan,L72,tonne per day kelvin,nan,2,(t/d)/K,"1,157 41 x 10⁻² (kg/s)/K"
1464,nan,L73,tonne per day bar,nan,2,(t/d)/bar,"1,157 41 x 10⁻⁷ (kg/s)/Pa"
1465,nan,L74,tonne per hour kelvin,nan,2,(t/h)/K,"2,777 78 x 10⁻¹ (kg/s)/K"
1466,nan,L75,tonne per hour bar,nan,2,(t/h)/bar,"2,777 78 x 10⁻⁶ (kg/s)/Pa"
1467,nan,L76,tonne per cubic metre kelvin,nan,2,(t/m³)/K,10³ (kg/m³)/K
1468,nan,L77,tonne per cubic metre bar,nan,2,(t/m³)/bar,10⁻² (kg/m³)/Pa
1469,nan,L78,tonne per minute,nan,2,t/min,"16,666 7 kg/s"
1470,nan,L79,tonne per minute kelvin,nan,2,(t/min)/K,"16,666 7 (kg/s)/K"
1471,nan,L80,tonne per minute bar,nan,2,(t/min)/bar,"1,666 67 x 10⁻⁴ (kg/s)/Pa"
1472,nan,L81,tonne per second,nan,2,t/s,10³ kg/s
1473,nan,L82,tonne per second kelvin,nan,2,(t/s)/K,10³ (kg/s)/K
1474,nan,L83,tonne per second bar,nan,2,(t/s)/bar,10⁻² (kg/s)/Pa
1475,nan,L84,ton (UK shipping),nan,2,British shipping ton,"1,189 3 m³"
1476,nan,L85,ton long per day,nan,2,ton (UK)/d,"1,175 980 x 10⁻² kg/s"
1477,nan,L86,ton (US shipping),nan,2,(US) shipping ton,"1,132 6 m³"
1478,nan,L87,ton short per degree Fahrenheit,nan,2,ton (US)/°F,"1,632 932 x 10³ kg/K"
1479,nan,L88,ton short per day,nan,2,ton (US)/d,"1,049 982 x 10⁻² kg/s"
1480,nan,L89,ton short per hour degree Fahrenheit,nan,2,ton (US)/(h·°F),"0,453 592 2 kg/s x K"
1481,nan,L90,ton short per hour psi,nan,2,(ton (US)/h)/psi,"3,654 889 x 10⁻⁵ (kg/s)/Pa"
1482,nan,L91,ton short per psi,nan,2,ton (US)/psi,"0,131 576"
1483,nan,L92,ton (UK long) per cubic yard,nan,2,ton.l/yd³ (UK),"1,328 939 x 10³ kg/m³"
1484,nan,L93,ton (US short) per cubic yard,nan,2,ton.s/yd³ (US),"1,186 553 x 10³ kg/m³"
1485,nan,L94,ton-force (US short),nan,2,ton.sh-force,"8,896 443 x 10³ N"
1486,nan,L95,common year,nan,2,y (365 days),"3,153 6 x 10⁷ s"
1487,nan,L96,sidereal year,nan,2,y (sidereal),"3,155 815 x 10⁷ s"
1488,nan,L98,yard per degree Fahrenheit,nan,2,yd/°F,"1,645 92 m/K"
1489,nan,L99,yard per psi,nan,2,yd/psi,"1,326 225 x 10⁻⁴ m/Pa"
1490,nan,LA,pound per cubic inch,nan,2,lb/in³,"2,767 990 x 10⁴ kg/m³"
1491,nan,LAC,lactose excess percentage,A unit of proportion defining the percentage of lactose in a product that exceeds a defined percentage level.,3.5,nan,nan
1492,nan,LBR,pound,nan,2,lb,"0,453 592 37 kg"
1493,nan,LBT,troy pound (US),nan,3.5,nan,"373,241 7 g"
1494,X,LC,linear centimetre,nan,3.1,nan,nan
1495,nan,LD,litre per day,nan,1M,l/d,"1,157 41 x 10⁻⁸ m³/s"
1496,X,LE,lite,nan,3.9,nan,nan
1497,nan,LEF,leaf,A unit of count defining the number of leaves.,3.5,nan,nan
1498,nan,LF,linear foot,A unit of count defining the number of feet (12-inch) in length of a uniform width object.,3.1,nan,nan
1499,nan,LH,labour hour,A unit of time defining the number of labour hours.,3.1,nan,nan
1500,X,LI,linear inch,nan,3.1,nan,nan
1501,X,LJ,large spray,nan,3.9,nan,nan
1502,nan,LK,link,A unit of distance equal to 0.01 chain.,3.9,nan,nan
1503,nan,LM,linear metre,A unit of count defining the number of metres in length of a uniform width object.,3.1,nan,nan
1504,nan,LN,length,A unit of distance defining the linear extent of an item measured from end to end.,3.9,nan,nan
1505,nan,LO,lot [unit of procurement],A unit of count defining the number of lots (lot: a collection of associated items).,3.9,nan,nan
1506,nan,LP,liquid pound,A unit of mass defining the number of pounds of a liquid substance.,3.1,nan,nan
1507,nan,LPA,litre of pure alcohol,A unit of volume equal to one litre of pure alcohol.,3.1,nan,nan
1508,nan,LR,layer,A unit of count defining the number of layers.,3.9,nan,nan
1509,nan,LS,lump sum,A unit of count defining the number of whole or a complete monetary amounts.,3.9,nan,nan
1510,nan,LTN,ton (UK) or long ton (US),Synonym: gross ton (2240 lb),2,ton (UK),"1,016 047 x 10³ kg"
1511,nan,LTR,litre,nan,1,l,10⁻³ m³
1512,nan,LUB,"metric ton, lubricating oil",A unit of mass defining the number of metric tons of lubricating oil.,3.1,nan,nan
1513,nan,LUM,lumen,nan,1,lm,cd x sr
1514,nan,LUX,lux,nan,1,lx,cd x sr / m²
1515,X,LX,linear yard per pound,nan,3.1,nan,nan
1516,nan,LY,linear yard,A unit of count defining the number of 36-inch units in length of a uniform width object.,3.1,nan,nan
1517,X,M0,magnetic tape,nan,3.6,nan,nan
1518,nan,M1,milligram per litre,nan,1M,mg/l,10⁻³ kg/m³
1519,nan,M10,reciprocal cubic yard,nan,2,1/yd³,"1,307 951 m⁻³"
1520,nan,M11,cubic yard per degree Fahrenheit,nan,2,yd³/°F,"1,376 199 m³/K"
1521,nan,M12,cubic yard per day,nan,2,yd³/d,"8,849 015 x 10⁻⁶ m³/s"
1522,nan,M13,cubic yard per hour,nan,2,yd³/h,"2,123 764 x 10⁻⁴ m³/s"
1523,nan,M14,cubic yard per psi,nan,2,yd³/psi,"1,108 893 x 10⁻⁴ m³/Pa"
1524,nan,M15,cubic yard per minute,nan,2,yd³/min,"1,274 258 x 10⁻² m³/s"
1525,nan,M16,cubic yard per second,nan,2,yd³/s,"0,764 554 9 m³/s"
1526,nan,M17,kilohertz metre,nan,2,kHz·m,10³ Hz x m
1527,nan,M18,gigahertz metre,nan,2,GHz·m,10⁹ Hz x m
1528,nan,M19,Beaufort,"An empirical measure for describing wind speed based mainly on observed sea conditions. The Beaufort scale indicates the wind speed by numbers that typically range from 0 for calm, to 12 for hurricane.",3,Bft,nan
1529,nan,M20,reciprocal megakelvin or megakelvin to the power minus one,nan,2,1/MK,10⁻⁶ K⁻¹
1530,nan,M21,reciprocal kilovolt - ampere reciprocal hour,nan,2,1/kVAh,"2,777 778 x 10⁻⁷ (V x A x s)⁻¹"
1531,nan,M22,millilitre per square centimetre minute,nan,2,(ml/min)/cm²,"2,777 778 x 10⁻⁶  (m³/s)/m²"
1532,nan,M23,newton per centimetre,nan,1M,N/cm,10² N/m
1533,nan,M24,ohm kilometre,nan,1M,Ω·km,10³ Ω x m
1534,nan,M25,percent per degree Celsius,"A unit of proportion, equal to 0.01, in relation to a temperature of one degree.",3.7,%/°C,10⁻² °C⁻¹
1535,nan,M26,gigaohm per metre,nan,2,GΩ/m,10⁹ Ω/m
1536,nan,M27,megahertz metre,nan,2,MHz·m,10⁶ Hz x m
1537,nan,M29,kilogram per kilogram,nan,1S,kg/kg,1
1538,nan,M30,reciprocal volt - ampere reciprocal second,nan,1S,1/(V·A·s),(V x A x s)⁻¹
1539,nan,M31,kilogram per kilometre,nan,1S,kg/km,10⁻³ kg/m
1540,nan,M32,pascal second per litre,nan,2,Pa·s/l,10³ Pa x s/m³
1541,nan,M33,millimole per litre,nan,1S,mmol/l,mol/m³
1542,nan,M34,newton metre per square metre,nan,1S,N·m/m²,N x m/m²
1543,nan,M35,millivolt - ampere,nan,1S,mV·A,10⁻³ V x A
